Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Щербань,Венедикт,Арсенович,Чоловіча,11.08.1988,Медик,селище Нова Одеса,"набережна Каманіна, буд. 9 кв. 6, Малин, 96691",+380 21 568 74 35,demianenkoorysia@example.org
Рябовіл,Демид,Антонович,Чоловіча,01.08.1942,Мікробіолог,хутір Тернопіль,"узвіз Деревообробна, буд. 6 кв. 175, Чорнобиль, 07576",753 19 25,larysamalyshko@example.com
Копитко,Адам,Дмитрович,Чоловіча,31.01.1966,Музикознавець,місто Генічеськ,"шосе Байдарочний, буд. 6 кв. 204, Тульчин, 45870",+380 55 327-24-25,levkotryhub@example.org
Ященко,Олесь,Тимофійович,Чоловіча,16.02.1959,Художник,місто Гуляйполе,"парк Прохоровський, буд. 373 кв. 11, Червоноград, 23588",647-10-59,kbaida@example.org
Хмара,Гаврило,Аркадійович,Чоловіча,24.11.1990,Гірничий інженер,село Галич,"парк Нікітіна, буд. 75, Дружба , 47758",564-77-36,vira29@example.net
Жученко,Кирило,Степанович,Чоловіча,15.02.1968,Музичний редактор,село Шепетівка,"провулок Лузанівська, буд. 20 кв. 0, Болехів, 09861",+380 29 653-13-31,okseniia58@example.org
Лагода,Артем,Єфремович,Чоловіча,08.05.1993,М'ясник,село Шпола,"провулок Флотський 1-й, буд. 9 кв. 399, Новгород-Сіверський, 08854",067-36-16,oliinykvalentyn@example.com
Ґерета,Аркадій,Миронович,Чоловіча,18.10.1979,Літературознавець,хутір Мерефа,"узвіз Нова, буд. 57 кв. 3, Токмак, 25244",+380 25 647-96-46,haivoronskyifrants@example.net
Радченко,Дмитро,Тимофійович,Чоловіча,28.01.1986,Зоолог,хутір Немирів,"узвіз Житомирський 3-й, буд. 8 кв. 580, Рубіжне, 28058",+380 (72) 124-75-99,ckharchenko@example.net
Дашкевич,Валерій,Захарович,Чоловіча,15.04.1947,Піаніст,хутір Борзна,"провулок Покровський, буд. 4, Житомир, 03745",+380 59 506-96-60,fshvedchenko@example.org
Лазаренко,Амвросій,Альбертович,Чоловіча,21.02.1966,Мікробіолог,місто Пустомити,"провулок Шовкуненка, буд. 64 кв. 5, Жидачів, 11544",+380 09 224-65-57,vvenhrynovych@example.net
Шинкаренко,Теодор,Арсенович,Чоловіча,17.05.1952,Клоун,місто Золочів,"парк Хаджибейський 3-й, буд. 032, Ковель, 80048",+380 79 798 45 66,avhustynpelekh@example.net
Піддубний,Трохим,Адамович,Чоловіча,12.12.1979,Головний меркшейдер,селище Вишгород,"узвіз Деревообробна, буд. 848, Тульчин, 79000",048 588-30-30,kyrylo98@example.org
Бездітко,Григорій,Хомович,Чоловіча,19.04.2003,Антрополог,селище Шпола,"шосе Ашгабатська, буд. 203, Кам'янка (Черкаська область), 09048",463-17-02,rostyslavzakharchenko@example.net
Дейсун,Опанас,Максимович,Чоловіча,23.10.1979,Шериф,село Одеса,"парк Братська, буд. 4 кв. 42, Городня, 61914",330-29-20,aaron88@example.net
Артюх,Давид,Панасович,Чоловіча,20.07.1990,Державний службовець,селище Гірське,"площа Кісельова Ігоря, буд. 1 кв. 4, Вижниця, 24013",055 515 49 80,batihielysei@example.com
Демʼяненко,Григорій,Максимович,Чоловіча,20.12.1957,Мінералог,місто Привілля,"сквер Кар’єрна, буд. 46 кв. 32, Баранівка, 16623",+380 12 078-38-08,tereshchenkostanislav@example.com
Кащенко,Климент,Адамович,Чоловіча,30.12.1949,Льотчик,хутір Ровеньки,"парк Цегляна, буд. 1 кв. 44, Красноперекопськ, 24653",013 777-94-89,kmoskal@example.com
Онищенко,Леон,Яковович,Чоловіча,17.09.1945,Доцент,селище Мостиська,"провулок 2-га Лінія Марії Демченко, буд. 431 кв. 94, Зборів, 51803",+380 (46) 556-16-87,mykhailosymonenko@example.net
Шовкопляс,Дмитро,Олексович,Чоловіча,11.02.1956,Гицель,хутір Чорнобиль,"шосе Кутова, буд. 9 кв. 9, Узин, 94702",+380 59 494-99-39,kharchenkoolena@example.net
Ажажа,Валентин,Веніяминович,Чоловіча,31.07.1953,Фармацевт,хутір Старобільськ,"узвіз Вчительської, 2-й, буд. 32 кв. 6, Бахчисарай, 46201",+380 97 108 73 68,zaikazynovii@example.net
Дацюк,Владислав,Соломонович,Чоловіча,18.06.2000,Педагог,місто Новомосковськ,"вулиця Китобійний 2-й, буд. 92 кв. 4, Шепетівка, 06597",031 752-80-36,drozdmariia@example.com
Данченко,Максим,Владиславович,Чоловіча,31.03.1993,Клоун,селище Гола Пристань,"сквер Зелений, буд. 7 кв. 69, Буськ, 58456",087 046-00-76,tsiutsiuravalentyna@example.net
Ісаєвич,Климент,Святославович,Чоловіча,13.04.1979,Інженер,хутір Бердянськ,"проспект Горіхова, буд. 897, Стебник, 32447",002 719-31-49,maryna40@example.org
Ейбоженко,Аркадій,Миронович,Чоловіча,05.11.1946,Редактор,місто Рені,"набережна Весняна, буд. 806, Сорокине, 78490",+380 (97) 446-26-46,fartushniakpanas@example.net
Штепа,Панас,Станіславович,Чоловіча,06.04.2007,Дантист,місто Чигирин,"провулок Гаршина, буд. 6 кв. 345, Нова Каховка, 83052",+380 33 302 43 39,hennadii44@example.net
Ващенко,Тарас,Віталійович,Чоловіча,05.02.1949,Географ,селище Кам'янка-Дніпровська,"площа М’ясоєдовська, буд. 93, Суходільськ, 01133",+380 (43) 768-69-18,borysiesypenko@example.com
Вакарчук,Зорян,Соломонович,Чоловіча,12.03.1996,Економіст,місто Новояворівськ,"узвіз Зої Космодем’янської, буд. 41 кв. 07, Камінь-Каширський, 46931",+380 98 096-76-42,iushchenkoiaroslav@example.net
Романець,Стефан,Аркадійович,Чоловіча,14.07.1979,Актор,селище Алчевськ,"вулиця Шовкуненка, буд. 491, Ямпіль, 72240",+380 (76) 984-80-36,emiliiadrozd@example.org
Шевченко,Юстим,Устимович,Чоловіча,27.09.2002,Фотограф,хутір Бердянськ,"проспект Садиковська, буд. 3, Рахів, 46961",+380 88 406-18-62,zhuchenkooles@example.net
Шаповал,Леопольд,Семенович,Чоловіча,02.10.1998,Скульптор,місто Мирноград,"вулиця Володимира Вінниченка, буд. 983, Перечин, 63106",+380 (78) 826-99-12,antonkolodub@example.net
Оробець,Богодар,Захарович,Чоловіча,09.09.1953,Патологоанатом,селище Підгородне,"шосе Косий, буд. 44 кв. 057, Міусинськ, 82362",245 92 08,alinabaranets@example.org
Кармалюк,Ігнат,Опанасович,Чоловіча,15.11.1948,Музикант,селище Покровськ,"площа Балтський 5-й, буд. 297, Соснівка , 46736",097 911 68 24,tmakohon@example.org
Бабійчук,Спас,Арсенович,Чоловіча,28.02.2000,Палеонтолог,хутір Шахтарськ,"набережна 1-ша Лінія 4-ї ст. Люстдорфської дороги, буд. 48, Зміїв, 30739",+380 66 304-01-06,spaszhuravel@example.net
Юрчук,Костянтин,Семенович,Чоловіча,22.04.1947,Актор,місто Помічна,"узвіз Ламаний, буд. 0, Чуднів, 40946",054 509 58 20,veniiamyn14@example.net
Палій,Августин,Олегович,Чоловіча,05.04.1960,Пілот,хутір Кіцмань,"проспект Горизонтальна, буд. 2, Семенівка, 36103",072 588 57 82,deinekostepan@example.net
Василечко,Мирослав,Федорович,Чоловіча,08.09.1970,Хімік,хутір Теребовля,"провулок Лугова, буд. 89, Гадяч, 16276",899-16-45,stepanhutsuliak@example.net
Давимука,Семен,Павлович,Чоловіча,04.02.1981,Детектив,хутір Гайсин,"проспект Моторний 3-й, буд. 959, Українка , 96127",+380 22 650 95 33,adamgerus@example.com
Деряжний,Яків,Варфоломійович,Чоловіча,16.01.1974,Палеонтолог,селище Волноваха,"узвіз Французький, буд. 8 кв. 9, Збараж, 79082",+380 64 331-14-10,gerusieva@example.net
